SITE_HISTORY_ID,SITE_OLD_ID,SITE_NAME,SITE_PREVIOUS_NAME,SITE_BASIN,SITE_LOCATION,SITE_RIVMILE,SITE_HUC8,SITE_RIB_ID,SITE_STATION,SITE_DESC,SITE_LATITUDE,SITE_LONGITUDE,SITE_CITY_TOWN,SITE_COUNTY,SITE_FIPS_CDE,SITE_DEC_REGION,SITE_NHD_REACHCODE,SITE_NHD_M_VALUE,SITE_PWL_ID,SITE_WATERSHED_ID_NUM,SITE_WQ_STANDARD,SITE_ECO_REGION,SITE_HABITAT_TYPE,SITE_SITE_CONDITION,SITE_DRAINAGE,SITE_NTL_ELEVATION_DATASET_10
07-BLAN-0.4,2200,Black Creek,NA,7,BLAN,0.4,4140202,NA,1,"center st. bridge 


























2 big culverts


























small wooden bridge


























30 m above.",43.23611,-75.88528,Constantia,Oswego,75,7,NA,NA,0703-0056,ONT-66-11-P26-15,C(T),7,NA,NA,NA,124.0649
07-BLAV_T4-4.6,3240,Unnamed Tributary To Black Creek,TBLA-01 (pre-2017),7,BLAV_T4,4.6,4140202,NA,1,100 meters north off germany rd. behind ball field.,43.1716,-75.64629,Verona,Oneida,65,6,NA,NA,0703-0032,ONT-66-11-P 26-25-1,C,7,NA,NA,NA,129.8149
07-BLBT_T1-0.6,3241,Unnamed Tributary To Black Brook,TBLB-01 (pre-2016),7,BLBT_T1,0.6,4140201,NA,1,at east tyre rd. bridge.,42.9891,-76.7983,Tyre,Seneca,99,8,NA,NA,0704-0007,ONT-66-12-52-1-1,C,7,NA,NA,NA,123.2234
07-BLDY-0.1,83,Bloody Brook,BLDY-06 (pre-2016),7,BLDY,0.1,4140201,NA,6,2 m below onondaga lake parkway (rt. 370) bridge.,43.09639,-76.20167,Salina,Onondaga,67,7,NA,NA,0702-0006,ONT-66-12-12-P154-2,B,7,NA,NA,NA,110.9204
07-BLDY-0.2,84,Bloody Brook,NA,7,BLDY,0.2,4140201,NA,06A,south of liverpool parkway bridge.,43.0973,-76.2016,Salina,Onondaga,67,7,NA,NA,0702-0006,ONT-66-12-12-P154-2,B,7,NA,NA,NA,111.723
07-BLKO-0.6,1573,Black Creek,BLKO-01 (pre-2017),7,BLKO,0.6,4140203,NA,1,co rte 57 bridge; 5 m downstream.,43.36889,-76.4261,Volney,Oswego,75,7,NA,NA,0701-0024,ONT-66-2,C,7,NA,NA,NA,99.50361
07-BLKO-7.7,42674805,Black Creek,NA,7,BLKO,7.7,4140203,NA,7.7,sr 176.,43.405335,-76.400899,Volney,Oswego,75,7,NA,NA,0701-0024,Ont  66- 2,C,7,NA,NA,47.78,111.7022
07-BNUT-20.6,88,Butternut Creek,NA,7,BNUT,20.6,4140202,7034621,1,50 m above apulia rd. bridge.,42.91161,-76.07082,La Fayette,Onondaga,67,7,NA,NA,0703-0100,ONT-66-11-P26-37-6,C(T),7,NA,NA,NA,243.5458
07-BNUT_T25-1.4,3256,Unnamed Tributary To Butternut Creek,TRBT-01 (pre-2017),7,BNUT_T25,1.4,4140202,NA,1.4,150 meters east off eager rd. when you come to coordinates 42.924 / -76.083.,42.924,-76.08199,La Fayette,Onondaga,67,7,NA,NA,0703-0100,ONT-66-11-P26-37-6-25,C,7,NA,NA,NA,388.8463
07-BRDY-1.2,2208,Brady Brook,NA,7,BRDY,1.2,4140202,NA,1,"sr 46 bridge (just north of fox st.)


























just below rt 46.",43.12806,-75.67278,Verona,Oneida,65,6,NA,NA,0703-0032,ONT-66-11-P26-25-1,C,7,NA,NA,NA,128.722
07-BSWP-0.1,NA,Bear Swamp Creek,NA,7,BSWP,0.1,4140201,NA,NA,appletree fire lane.,42.82246,-76.32969,Niles,Cayuga,11,7,4.14E+12,NA,0707-0005,Ont  66-12-29-P193-,AA(T),7,NA,NA,NA,266.1584
07-BSWP-1.3,2253,Bear Swamp Creek,BSWP-01 (pre-2016),7,BSWP,1.3,4140201,NA,1,"apple tree point rd.
10 m upstream.",42.81111,-76.34306,Niles,Cayuga,11,7,NA,NA,0707-0005,ONT-66-12-29-P193-73,AA(T),7,NA,NA,NA,398.2664
07-BUTL-3.5,3209,Butler Creek,BUTL-01 (pre-2017),7,BUTL,3.5,4140201,NA,1,at bridge on cr 275.,43.131,-76.75499,Butler,Wayne,117,8,NA,NA,0701-0049,ONT-66-12-50-P225-2,C,7,NA,NA,NA,121.401
07-BUTM-0.1,2202,Buttermilk Creek,NA,7,BUTM,0.1,4140201,NA,1,"rt. 13/34 bridge


























100 m downstream.",42.41778,-76.525,Ithaca,Tompkins,109,7,NA,NA,0705-0061,ONT-66-12-P 296-75-10,B,7,NA,NA,NA,121.7145
07-BUXT_T3-1.5,3210,Unnamed Tributary To Buxton Creek,BUXT-01 (pre-2017),7,BUXT_T3,1.5,4140202,NA,1,640 meters upstream of stewarts corners rd.,43.26602,-76.2334,Schroeppel,Oswego,75,7,NA,NA,0703-0018,ONT-66-11-19-1,C,7,NA,NA,NA,121.425
07-BVRK-0.3,2254,Beaver Creek,NA,7,BVRK,0.3,4140201,NA,1,mertensia rd.,42.97139,-77.36472,Farmington,Ontario,69,8,NA,NA,0704-0038,ONT-66-12-52-23-46,C,7,NA,NA,NA,188.0453
07-CANA-21.6,130,Canandaigua Outlet,CANA-08 (pre-2017),7,CANA,21.6,4140201,NA,8,off cr 7. below nys thruway bridge.,42.97631,-77.18089,Manchester,Ontario,69,8,NA,NA,0704-0042,ONT-66-12-52,C,7,NA,NA,NA,161.5083
07-CANA-23.9,2337,Canandaigua Outlet,CANA-06 (pre-2016),7,CANA,23.9,4140201,NA,6,above state route 96 bridge.,42.97417,-77.22334,Manchester,Ontario,69,8,NA,NA,0704-0011,ONT-66-12-52,C,7,NA,NA,NA,166.8427
07-CANA-26.8,2336,Canandaigua Outlet,CANA-05 (pre-2017),7,CANA,26.8,4140201,NA,5,below county route 13 bridge.,42.94361,-77.22166,Hopewell,Ontario,69,8,NA,NA,0704-0011,ONT-66-12-52,C,7,NA,NA,NA,192.4076
07-CANA-3.5,131,Canandaigua Outlet,CANA-12 (pre-2017),7,CANA,3.5,4140201,7042103,12,100 m above alloway rd. bridge.,43.02228,-76.98958,Lyons,Wayne,117,8,NA,NA,0704-0041,ONT-66-12-52,C,7,NA,NA,NA,120.606
07-CANA-31.2,2335,Canandaigua Outlet,CANA-03 (pre-2017),7,CANA,31.2,4140201,NA,3,above county route 4 bridge.,42.90167,-77.24639,Canandaigua,Ontario,69,8,NA,NA,0704-0011,ONT-66-12-52,C,7,NA,NA,NA,208.6477
07-CANA-32.8,129,Canandaigua Outlet,CANA-02 (pre-2016),7,CANA,32.8,4140201,NA,2,below saltonstall rd.,42.8867,-77.26598,Canandaigua,Ontario,69,8,NA,NA,0704-0001,ONT-66-12-52,C,7,NA,NA,NA,210.137
07-CANA-33.5,2334,Canandaigua Outlet,CANA-01 (pre-2017),7,CANA,33.5,4140201,NA,1,below route 20 (between east and west bound lanes).,42.87806,-77.26972,Canandaigua,Ontario,69,8,NA,NA,0704-0001,ONT-66-12-52,C,7,NA,NA,NA,210.137
07-CANA_T42-1.9,3211,Unnamed Tributary To Canandaigua Outlet,CANT-01 (pre-2017),7,CANA_T42,1.9,4140201,NA,1,off state route 96 directly behind tractor trailer storage area and two large commercial facilities.,42.963,-77.1,Phelps,Ontario,69,8,NA,NA,0704-0042,ONT-66-12-52-42-1,C,7,NA,NA,NA,176.8326
07-CARP-2.1,1570,Carpenters Brook,NA,7,CARP,2.1,4140201,NA,1,peru rd. bridge; 60 m upstream.,43.07195,-76.42139,Elbridge,Onondaga,67,7,NA,NA,0701-0033,ONT-66-12-28,C(T),7,NA,NA,NA,124.731
07-CASC-0.8,1592,Cascadilla Creek,CASC-01 (pre-2017),7,CASC,0.8,4140201,NA,1,lake rd. and madison st; 50 m above.,42.44583,-76.50026,Ithaca,Tompkins,109,7,NA,NA,0705-0035,ONT-66-12-P296-75-3,C,7,NA,NA,NA,119.5142
07-CATH-0.1,158,Catherine Creek,NA,7,CATH,0.1,4140201,NA,1,dec fishing access site. 0.1 km above rte 14.,42.33444,-76.83861,Montour,Schuyler,97,8,NA,NA,0705-0011,ONT-66-12-P369-59,C(TS),7,NA,NA,NA,140.0211
07-CATH-0.6,NA,Catherine Creek,NA,7,CATH,0.6,4140201,NA,NA,south genesee st bridge.,42.328754,-76.84401,Montour,Schuyler,97,8,4.14E+12,NA,0705-0011,Ont  66-12-P369- 59 (upper),C(TS),7,NA,NA,NA,146.1281
07-CAYG-1.1,2819,Cayuga Lake Inlet,CAYG-02 (pre-2016),7,CAYG,1.1,4140201,7053504,2,200 m below rte 13.,42.41606,-76.52838,Ithaca,Tompkins,109,7,NA,NA,0705-0059,ONT-66-12-P296-75,C(T),7,NA,NA,NA,121.016
07-CAYG-4.1,1590,Cayuga Lake Inlet,CAYG-01 (pre-2016),7,CAYG,4.1,4140201,NA,1,rte 34 bridge; 200 m upstream.,42.38472,-76.55583,Newfield,Tompkins,109,7,NA,NA,0705-0059,ONT-66-12-P296-75,C(T),7,NA,NA,NA,142.2191
07-CAYG_T27-0.8,3243,Unnamed Tributary To Cayuga Inlet,TCAY-01 (pre-2016); TCAY-0.8 (pre-2017),7,CAYG_T27,0.8,4140201,NA,0.8,30 meters east off smith rd.,42.35019,-76.54779,Newfield,Tompkins,109,7,NA,NA,0705-0059,ONT-66-12-P296-75-27,C(T),7,NA,NA,NA,218.3626
07-CAYG_T41-1.0,3242,Unnamed Tributary To Cayuga Inlet,TCAG-01 (pre-2016); TCAG-1.0 (pre-2017),7,CAYG_T41,1,4140201,NA,1,at tupper avenue bridge.,42.319,-76.53599,Danby,Tompkins,109,7,NA,NA,0705-0059,ONT-66-12-P 296-75-41-2,C,7,NA,NA,NA,336.8049
07-CAYT_T123-1.9,3213,Unnamed Tributary To Cayuga Lake,CAYT-01 (pre-2017),7,CAYT_T123,1.9,4140201,NA,1,immediately upstream of lakeview street.,42.6174,-76.71849,Covert,Seneca,99,7,NA,NA,0705-0070,ONT-66-12-P296-123-1,C,7,NA,NA,NA,260.422
07-CAYT_T5-3.0,3212,Unnamed Tributary To Cayuga Lake,CAYI-01 (pre-2017),7,CAYT_T5,3,4140201,NA,1,immediately downstream of bridge on route 150a/ powers rd.,42.859,-76.65899,Springport,Cayuga,11,7,NA,NA,0705-0051,ONT-66-12-P 296-5-3,C,7,NA,NA,NA,179.2332
07-CCAN-80.1,197,Central Barge Canal,CCAN-11(pre 2016),7,CCAN,80.1,4140201,NA,11,light 586. below lock 26.,43.05268,-76.83503,Galen,Wayne,117,8,NA,NA,0704-0008,ONT-66-12-52,C,7,NA,NA,NA,115.608
07-CCAN-99.8,196,Central Barge Canal,CCAN-05(pre 2016),7,CCAN,99.8,4140201,NA,5,east of wide waters; whitbeck rd. bridge.,43.05244,-77.1283,Arcadia,Wayne,117,8,NA,NA,0704-0020,ONT-66-12-52-23-P246,C,7,NA,NA,NA,130.8137
07-CHIT-25.0,223,Chittenango Creek,CHIT-01 (pre-2017),7,CHIT,25,4140202,NA,1,60 m below rt. 5 bridge.,43.04333,-75.86777,Sullivan,Madison,53,7,NA,NA,0703-0025,ONT-66-11-P26-37,C(T),7,NA,NA,NA,137.126
07-CHIT-3.4,224,Chittenango Creek,CHIT-02 (pre-2017),7,CHIT,3.4,4140202,NA,2,30 m below rt. 31 bridge.,43.155,-75.97166,Sullivan,Madison,53,7,NA,NA,0703-0005,ONT-66-11-P26-37,C,7,NA,NA,NA,113.8186
07-CHIT-32.0,3215,Chittenango Creek,CHIT-00 (pre-2017),7,CHIT,32,4140202,NA,0,"500 meters downstream of


























cr 26/bingley rd.",42.958,-75.83199,Fenner,Madison,53,7,NA,NA,0703-0025,ONT-66-11-P26-37,C(T),7,NA,NA,NA,320.8166
07-CHIT-34.5,3214,Chittenango Creek,CAZL-01 (pre-2017),7,CHIT,34.5,4140202,NA,34.5,"route 20/13 bridge


























was supposed to be sampling cazenovia lake outlet. but chit was sampled here.",42.929861,-75.850017,Cazenovia,Madison,53,7,NA,NA,0703-0025,ONT-66-11-P26-37,C(T),7,NA,NA,NA,355.1266
07-CHRI-3.6,3216,Christian Brook,NA,7,CHRI,3.6,4140202,NA,1,500 meters downstream of sheehan rd./route 67a.,43.38,-75.60799,Annsville,Oneida,65,6,NA,NA,0703-0069,ONT-66-11-P26-24-14-4-1,AA(T),8,NA,NA,NA,322.987
07-CNCR-0.4,1584,Canada Creek,CNCR-01 (pre-2016),7,CNCR,0.4,4140202,NA,1,tannery rd. bridge; 5 m above.,43.22944,-75.53972,Rome,Oneida,65,6,NA,NA,0703-0010,ONT-66-11-P 26-24-1-10,C(T),7,NA,NA,NA,121.728
07-COBK-0.2,2221,Cobb Brook,NA,7,COBK,0.2,4140202,NA,1,"rt. 69


























10 m above


























log crib bank.",43.3305,-75.72509,Camden,Oneida,65,6,NA,NA,0703-0061,ONT-66-11-P26-24-26,C(T),8,NA,NA,NA,150.3144
07-COLK-1.3,2076,Cold Brook,NA,7,COLK,1.3,4140202,NA,1,mill rd.,43.29028,-75.66417,Annsville,Oneida,65,6,NA,NA,0703-0060,ONT-66-11-P26-24-18,C(T),8,NA,NA,NA,132.6389
07-CONK-1.0,3217,Conklin Gully,CONK-01 (pre-2016),7,CONK,1,4140201,7047100,1,60 meters upstream of route 245.,42.635,-77.367,Naples,Ontario,69,8,NA,NA,0704-0051,ONT-66-12-52-P286-18-2-3-1,C,7,NA,NA,NA,229.2462
07-CORY-0.3,42675146,Corey Gully,NA,7,CORY,0.3,4140201,NA,0.3,rte 245 bridge.,42.744599,-77.260883,Middlesex,Yates,123,8,NA,NA,0704-0050,Ont  66-12-52..P286-18,C,7,NA,NA,NA,239.0599
07-COSP-1.9,1568,Cold Spring Brook,NA,7,COSP,1.9,4140201,7052202,1,oakland st (co rt 13b) at bridge.,43.05056,-76.57167,Brutus,Cayuga,11,7,NA,NA,0701-0038,ONT-66-12-36,C,7,NA,NA,NA,118.6175
07-COWA-10.7,2306,Cowaselon Creek,COWA-00 (pre-2016),7,COWA,10.7,4140202,NA,0,20 m downstream of rte. 5 bridge.,43.07639,-75.69639,Oneida,Madison,53,7,NA,NA,0703-0093,ONT-66-11-P26-33,C,7,NA,NA,NA,138.6245
07-COWA-3.2,263,Cowaselon Creek,COWA-02 (pre-2016),7,COWA,3.2,4140202,NA,2,10 m below tackabury rd. bridge at ditch bank rd.,43.10722,-75.79889,Lenox,Madison,53,7,NA,NA,0703-0093,ONT-66-11-P26-33,C,7,NA,NA,NA,114.6591
07-COWA_T10-0.9,42675197,Unnamed Tributary To Cowaselon Creek,COWA_T-0.9 (pre-2017),7,COWA_T10,0.9,4140202,NA,T0.9,west elm st/rte 14 bridge.,43.091923,-75.67572,Oneida,Madison,53,7,NA,NA,0703-0093,Ont  66-11-P26-33,C,7,Low_gradient;soft_bottom,Altered,3,130.925
07-CRAN-1.8,1659,Crane Brook,NA,7,CRAN,1.8,4140201,NA,2,20 meters above east loop rd. bridge.,43.02111,-76.68833,Montezuma,Cayuga,11,7,NA,NA,0704-0024,ONT-66-12-51,C,7,NA,NA,NA,117.0094
07-CRAN-19.1,2416,Crane Brook,NA,7,CRAN,19.1,4140201,NA,A,5 m above dublin rd. bridge.,42.86083,-76.58833,Fleming,Cayuga,11,7,NA,NA,0704-0024,ONT-66-12-51,C,7,NA,NA,NA,252.752
07-CRAN-2.2,2358,Crane Brook,NA,7,CRAN,2.2,4140201,NA,01A,off of old rte 31 near new rte 31 overpass.,43.01778,-76.68195,Montezuma,Cayuga,11,7,NA,NA,0704-0024,ONT-66-12-51,C,7,NA,NA,NA,118.8187
07-CRAN-3.0,1658,Crane Brook,NA,7,CRAN,3,4140201,NA,1,directly above mentz church rd. bridge.,43.01306,-76.6711,Montezuma,Cayuga,11,7,NA,NA,0704-0024,ONT-66-12-51,C,7,NA,NA,NA,121.5262
07-CRAN-7.6,2319,Crane Brook,NA,7,CRAN,7.6,4140201,NA,0,50 m above cr 108 bridge. immediately below golf cart bridge. at crane bk golf course.,42.96333,-76.64305,Throop,Cayuga,11,7,NA,NA,0704-0024,ONT-66-12-51,C,7,NA,NA,NA,145.1132
07-CTLE-0.1,NA,Castle Creek,MASH-0.1 (original 2019 name),7,CTLE,0.1,4140201,NA,NA,50 m from trib mouth.,42.873,-76.973,Geneva,Ontario,69,8,4.14E+12,NA,0705-0027,Ont  66-12-P369-116 thru 139,C,7,NA,NA,NA,136.135
07-DECK-1.9,1564,Decker Brook,NA,7,DECK,1.9,4140201,NA,1,jugg rd. at fishing access bridge; 20 m upstream.,42.73722,-76.40056,Moravia,Cayuga,11,7,NA,NA,0706-0016,ONT-66-12-43-P212-28-17-1,AA(T),7,NA,NA,NA,316.4594
07-DRES-0.2,1563,Dresserville Creek,NA,7,DRES,0.2,4140201,NA,1,20 m below rte 38a bridge.,42.71556,-76.4075,Moravia,Cayuga,11,7,NA,NA,0706-0015,ONT-66-12-43-P212-28-17,C(T),7,NA,NA,NA,273.1501
07-DRYO-0.8,42675149,Dryden Lake Outlet,NA,7,DRYO,0.8,4140201,NA,0.8,keith lane bridge.,42.469094,-76.28953,Dryden,Tompkins,109,7,NA,NA,0705-0057,Ont  66-12-P296- 74-16,C,7,NA,NA,NA,347.275
07-DUCH-0.2,NA,Dutch Hollow Brook,NA,7,DUCH,0.2,4140201,7065100,NA,at east lake rd. bridge.,42.864159,-76.508049,Owasco,Cayuga,11,7,NA,NA,0706-0003,Ont  66-12-43-P212- 3,C(TS),7,NA,NA,NA,219.3554
07-DUCH-0.3,NA,Dutch Hollow Brook,NA,7,DUCH,0.3,4140201,NA,NA,east lake rd.,42.864,-76.508,Owasco,Cayuga,11,7,4.14E+12,NA,0706-0003,Ont  66-12-43-P212- 3,C(TS),7,NA,NA,NA,219.055
07-DUCH-1.6,300,Dutch Hollow Brook,DUCH-04 (pre-2017),7,DUCH,1.6,4140201,NA,4,15 m below martin rd. bridge.,42.86917,-76.49166,Owasco,Cayuga,11,7,NA,NA,0706-0003,ONT-66-12-43-P212-3,C(TS),7,NA,NA,NA,237.6556
07-DUCH-5.4,1566,Dutch Hollow Brook,DUCH-03 (pre-2017),7,DUCH,5.4,4140201,NA,3,50 m downstream of sr 38a bridge.,42.85531,-76.444,Skaneateles,Onondaga,67,7,NA,NA,0706-0003,ONT-66-12-43-P212-3,C(TS),7,NA,NA,NA,252.055
07-DUCH-8.3,299,Dutch Hollow Brook,DUCH-02 (pre-2016),7,DUCH,8.3,4140201,NA,2,10 m above old state rd. bridge.,42.83167,-76.41277,Niles,Cayuga,11,7,NA,NA,0706-0003,ONT-66-12-43-P212-3,C(TS),7,NA,NA,NA,284.2611
07-EGGL-0.2,NA,Eggleston Glen,NA,7,EGGL,0.2,4140201,NA,NA,sr 54.,42.514,-77.104,Barrington,Yates,123,8,4.14E+12,NA,0705-0090,Ont  66-12-P369-115-P388- 1 thru 35,D,7,NA,NA,NA,227.3486
07-ENFD-0.2,2201,Enfield Cr.,ENFD-01(pre-2016),7,ENFD,0.2,4140201,NA,1,rt. 34 and 13 bridge at fishing pulloff.,42.39861,-76.54527,Ithaca,Tompkins,109,7,NA,NA,0705-0065,ONT-66-12-P296-75-16,B(T),7,NA,NA,NA,132.516
07-FALC-0.3,NA,Fall Brook,NA,7,FALC,0.3,4140201,NA,NA,sr 364.,42.871,-77.251,Canandaigua,Ontario,69,8,4.14E+12,NA,0704-0048,Ont  66-12-52..P286- 1 thru 17,C,7,NA,NA,NA,212.748
07-FALL-0.9,NA,Fall Creek,NA,7,FALL,0.9,4140201,7053301,NA,below north cayuga st. bridge.,42.454445,-76.500275,Ithaca,Tompkins,109,7,NA,NA,0705-0036,Ont  66-12-P296- 74,B,7,NA,NA,NA,116.216
07-FALL-1.2,340,Fall Creek,FALL-06 (pre-2016),7,FALL,1.2,4140201,NA,6,150 m below ithaca falls. 200 m above lake st. bridge.,42.45306,-76.49445,Ithaca,Tompkins,109,7,NA,NA,0705-0036,ONT-66-12-P296-74,B,7,NA,NA,NA,116.5621
07-FALL-11.2,336,Fall Creek,FALL-02 (pre-2017),7,FALL,11.2,4140201,NA,2,upstream of sr 366 bridge.,42.49528,-76.37111,Dryden,Tompkins,109,7,NA,NA,0705-0036,ONT-66-12-P296-74,A,7,NA,NA,NA,308.3924
07-FALL-17.9,335,Fall Creek,FALL-01 (pre-2017),7,FALL,17.9,4140201,NA,1,downstream of red mills rd. bridge.,42.5277,-76.3222,Dryden,Tompkins,109,7,NA,NA,0705-0056,ONT-66-12-P296-74,C(T),7,NA,NA,NA,316.964
07-FALL-2.8,339,Fall Creek,FALL-05 (pre-2017),7,FALL,2.8,4140201,NA,5,below forest home dr bridge.,42.45056,-76.46721,Ithaca,Tompkins,109,7,NA,NA,0705-0036,ONT-66-12-P296-74,B,7,NA,NA,NA,250.3691
07-FALL-4.6,338,Fall Creek,FALL-04 (pre-2017),7,FALL,4.6,4140201,NA,4,above freese rd. bridge.,42.45722,-76.43861,Dryden,Tompkins,109,7,NA,NA,0705-0036,ONT-66-12-P296-74,A,7,NA,NA,NA,273.3619
07-FALL-8.5,337,Fall Creek,FALL-03 (pre-2017),7,FALL,8.5,4140201,NA,3,downstream of pinckney rd. bridge.,42.47611,-76.40694,Dryden,Tompkins,109,7,NA,NA,0705-0036,ONT-66-12-P296-74,A,7,NA,NA,NA,298.8556
07-FISO-11.2,3218,Fish Creek,FISO-01(pre-2017),7,FISO,11.2,4140202,NA,1,200 meters downstream of route 3 bridge.,43.36,-76.278,Palermo,Oswego,75,7,NA,NA,0703-0018,ONT-66-11-2-5-1,C(T),7,NA,NA,NA,129.821
07-FLNT-0.1,2699,Flint Creek,FLNT-08 (pre-2017),7,FLNT,0.1,4140201,NA,8,off north wayne rd.,42.96056,-77.04916,Phelps,Ontario,69,8,NA,NA,0704-0041,ONT-66-12-52-40,C,7,NA,NA,NA,140.0135
07-FLNT-11.1,42675151,Flint Creek,NA,7,FLNT,11.1,4140201,NA,11.1,rte 5 bridge.,42.858589,-77.10912,Seneca,Ontario,69,8,NA,NA,0704-0044,Ont  66-12-52..40,C,7,NA,NA,NA,243.7519
07-FLNT-21.5,1725,Flint Creek,FLNT-04 (pre-2017),7,FLNT,21.5,4140201,NA,4,just below rt 4 bridge.,42.7557,-77.15066,Potter,Yates,123,8,NA,NA,0704-0006,ONT-66-12-52-40,A,7,NA,NA,NA,268.163
07-FLNT-27.2,1726,Flint Creek,FLNT-03 (pre-2017),7,FLNT,27.2,4140201,NA,3,50 m below rt 364 bridge.,42.70266,-77.20582,Potter,Yates,123,8,NA,NA,0704-0006,ONT-66-12-52-40,A,7,NA,NA,NA,271.148
07-FLNT-3.6,354,Flint Creek,FLNT-01; FLNT-07 (pre-2016),7,FLNT,3.6,4140201,7043304,7,50 m above griffith rd. bridge.,42.94472,-77.08949,Phelps,Ontario,69,8,NA,NA,0704-0044,ONT-66-12-52-40,C,7,NA,NA,NA,190.4302
07-FLNT-33.3,1724,Flint Creek,FLNT-02 (pre-2017),7,FLNT,33.3,4140201,NA,2,20 m below warren rd. bridge.,42.65158,-77.27077,Italy,Yates,123,8,NA,NA,0704-0006,ONT-66-12-52-40,A,7,NA,NA,NA,278.8441
07-FLNT-38.5,1723,Flint Creek,FLNT-01 (pre-2017),7,FLNT,38.5,4140201,NA,1,20 m below basset rd. bridge.,42.60124,-77.32375,Italy,Yates,123,8,NA,NA,0704-0006,ONT-66-12-52-40,A,7,NA,NA,NA,390.6668
07-FLNT-8.7,1729,Flint Creek,FLNT-06 (pre-2017),7,FLNT,8.7,4140201,NA,6,at ferguson rd. bridge.,42.88382,-77.10047,Seneca,Ontario,69,8,NA,NA,0704-0044,ONT-66-12-52-40,C,7,NA,NA,NA,231.5159
07-FSHK-0.3,2210,Fish Creek,NA,7,FSHK,0.3,4140201,NA,1,co. rt. 96.,42.97537,-77.38537,Victor,Ontario,69,8,NA,NA,0704-0037,ONT-66-12-52-23-45,C,7,NA,NA,NA,169.95
07-FSHO-10.8,372,Fish Creek,NA,7,FSHO,10.8,4140202,NA,3,150 m below oswego rd. bridge.,43.25861,-75.61333,Vienna,Oneida,65,6,NA,NA,0703-0059,ONT-66-11-P26-24,C(T),7,NA,NA,NA,117.7699
07-FSHO-2.3,1738,Fish Creek,NA,7,FSHO,2.3,4140202,7033102,5,cr 50a. under bridge at campsite boat launch.,43.22306,-75.69917,Vienna,Oneida,65,6,NA,NA,0703-0059,ONT-66-11-P26-24,C,7,NA,NA,NA,112.918
07-FSHO_E-11.6,2307,East Branch Fish Creek,FSHO-E1 (prior 2015); EFSH-03 (pre-2016),7,FSHO_E,11.6,4140202,NA,3,75 m downstream cr 67a bridge.,43.38805,-75.55695,Annsville,Oneida,65,6,NA,NA,0703-0067,ONT-66-11-P26-24-14,C(T),8,NA,NA,NA,294.1657
07-FSHO_E-18.4,3219,East Branch Fish Creek,FSHO-E0 (prior 2015); EFSH-02 (pre-2016),7,FSHO_E,18.4,4140202,NA,2,150 upstream of osceota rd./route 46.,43.461,-75.597,Lewis,Lewis,49,6,NA,NA,0703-0067,ONT-66-11-P26-24-14,C(T),8,NA,NA,NA,389.887
07-FSHO_E-2.9,2255,East Branch Fish Creek,FSHO-E2 (prior 2015); EFSH-04 (pre-2016),7,FSHO_E,2.9,4140202,NA,4,50 m above main st bridge.,43.302,-75.61794,Annsville,Oneida,65,6,NA,NA,0703-0066,ONT-66-11-P26-24-14,C(T),8,NA,NA,NA,147.8413
07-FSHO_W-1.2,371,West Branch Fish Creek,FSHO-W2(prior 2015);FSHO-01(prior 2011); WFSH-02 (pre-2017),7,FSHO_W,1.2,4140202,NA,2,100 m below mcconnellsville rd. bridge.,43.27389,-75.64971,Vienna,Oneida,65,6,NA,NA,0703-0060,ONT-66-11-P26-24,B(T),7,NA,NA,NA,121.731
07-FSHO_W-10.7,3221,West Branch Fish Creek,FSHO-W1 (prior 2015); WFSH-01 (pre-2017),7,FSHO_W,10.7,4140202,NA,1,20 m upstream of blakesley rd. bridge.,43.31486,-75.7084,Camden,Oneida,65,6,NA,NA,0703-0061,ONT-66-11-P26-24,C(T),8,NA,NA,NA,140.2163
07-FSHO_W-14.5,3220,West Branch Fish Creek,FSHO-W0(prior 2015); WFSH-00 (pre-2017),7,FSHO_W,14.5,4140202,NA,0,at bridge on sr 13/main street.,43.332,-75.74799,Camden,Oneida,65,6,NA,NA,0703-0062,ONT-66-11-P26-24,C,8,NA,NA,NA,150.6631
07-FSHO_W-19.5,3226,West Branch Fish Creek,MLCB-01 (pre-2017),7,FSHO_W,19.5,4140202,NA,19.5,150 meters downstream of lovers lane.,43.436,-75.89,Williamstown,Oswego,75,7,NA,NA,0703-0062,ONT-66-11-P 26-24,C(T),8,NA,NA,NA,180.0249
07-FURB-1.1,42675155,Furnace Brook,NA,7,FURB,1.1,4140201,NA,1.1,behind cordoran high school.,43.016599,-76.17376,Syracuse,Onondaga,67,7,NA,NA,0702-0004,Ont  66-12-12-P154- 4,B,7,NA,NA,NA,153.1193
07-FURC-0.1,3222,Furnace Creek,FURC-01 (pre-2017),7,FURC,0.1,4140202,NA,1,at bridge on main street.,43.30854,-75.6181,Annsville,Oneida,65,6,NA,NA,0703-0068,ONT-66-11-P 26-24-14-2,C(TS),8,NA,NA,NA,169.1583
07-GEDD-1.4,383,Geddes Brook,GEDD-01 (pre-2016),7,GEDD,1.4,4140201,NA,1,horan rd. bridge.,43.05761,-76.23376,Camillus,Onondaga,67,7,NA,NA,0702-0007,ONT-66-12-12-P154-6-2,C(T),7,NA,NA,NA,126.5275
