"","event_smas_history_id","event_smas_sample_date","parameter_name","result_value","fraction","unit_nosp","method_detect_limit","validator_qual","match","old_id","name","previous_name","basin","location","rivmile","huc8","rib_id","station","desc","city_town","county","fips_cde","dec_region","nhd_reachcode","nhd_m_value","pwl_id","watershed_id_num","wq_standard","eco_region","habitat_type","condition","drainage","ntl_elevation_dataset_10","US_L3CODE","US_L3NAME","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","STATE_NAME","EPA_REGION","L3_KEY","L2_KEY","L1_KEY"
"1065","03-NIMI-0.8",2007-09-10,"TOTAL DISSOLVED SOLIDS",377,"DISSOLVED","mg/L",NA,"0","03-NIMI-0.8_2007-09-10","637","Ninemile Creek","NIMI-01(pre-2015)",3,"NIMI",0.8,4140101,"3021101","1","nr moon beach. 50 m upstream of irwin rd. bridge.","Sterling","Cayuga",11,7,NA,NA,"0302-0005","ONT-71","C",7,NA,NA,96.57,80.25339,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1066","03-NIMI-0.8",2007-08-21,"TOTAL DISSOLVED SOLIDS",389,"DISSOLVED","mg/L",NA,"0","03-NIMI-0.8_2007-08-21","637","Ninemile Creek","NIMI-01(pre-2015)",3,"NIMI",0.8,4140101,"3021101","1","nr moon beach. 50 m upstream of irwin rd. bridge.","Sterling","Cayuga",11,7,NA,NA,"0302-0005","ONT-71","C",7,NA,NA,96.57,80.25339,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1067","03-NIMI-0.8",2007-10-22,"TOTAL DISSOLVED SOLIDS",322,"DISSOLVED","mg/L",NA,"0","03-NIMI-0.8_2007-10-22","637","Ninemile Creek","NIMI-01(pre-2015)",3,"NIMI",0.8,4140101,"3021101","1","nr moon beach. 50 m upstream of irwin rd. bridge.","Sterling","Cayuga",11,7,NA,NA,"0302-0005","ONT-71","C",7,NA,NA,96.57,80.25339,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1068","03-NIMI-0.8",2007-05-01,"TOTAL DISSOLVED SOLIDS",176,"DISSOLVED","mg/L",NA,"0","03-NIMI-0.8_2007-05-01","637","Ninemile Creek","NIMI-01(pre-2015)",3,"NIMI",0.8,4140101,"3021101","1","nr moon beach. 50 m upstream of irwin rd. bridge.","Sterling","Cayuga",11,7,NA,NA,"0302-0005","ONT-71","C",7,NA,NA,96.57,80.25339,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1069","03-NIMI-0.8",2007-07-16,"TOTAL DISSOLVED SOLIDS",329,"DISSOLVED","mg/L",NA,"0","03-NIMI-0.8_2007-07-16","637","Ninemile Creek","NIMI-01(pre-2015)",3,"NIMI",0.8,4140101,"3021101","1","nr moon beach. 50 m upstream of irwin rd. bridge.","Sterling","Cayuga",11,7,NA,NA,"0302-0005","ONT-71","C",7,NA,NA,96.57,80.25339,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1070","03-NIMI-0.8",2007-06-19,"TOTAL DISSOLVED SOLIDS",315,"DISSOLVED","mg/L",NA,"0","03-NIMI-0.8_2007-06-19","637","Ninemile Creek","NIMI-01(pre-2015)",3,"NIMI",0.8,4140101,"3021101","1","nr moon beach. 50 m upstream of irwin rd. bridge.","Sterling","Cayuga",11,7,NA,NA,"0302-0005","ONT-71","C",7,NA,NA,96.57,80.25339,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1071","03-NIMI-0.8",2007-05-29,"TOTAL DISSOLVED SOLIDS",286,"DISSOLVED","mg/L",NA,"0","03-NIMI-0.8_2007-05-29","637","Ninemile Creek","NIMI-01(pre-2015)",3,"NIMI",0.8,4140101,"3021101","1","nr moon beach. 50 m upstream of irwin rd. bridge.","Sterling","Cayuga",11,7,NA,NA,"0302-0005","ONT-71","C",7,NA,NA,96.57,80.25339,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1072","03-NIMI-0.8",2007-10-01,"TOTAL DISSOLVED SOLIDS",371,"DISSOLVED","mg/L",NA,"0","03-NIMI-0.8_2007-10-01","637","Ninemile Creek","NIMI-01(pre-2015)",3,"NIMI",0.8,4140101,"3021101","1","nr moon beach. 50 m upstream of irwin rd. bridge.","Sterling","Cayuga",11,7,NA,NA,"0302-0005","ONT-71","C",7,NA,NA,96.57,80.25339,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1073","03-NRUP-3.1",2019-06-11,"TOTAL DISSOLVED SOLIDS",392,"DISSOLVED","mg/L",9,"A","03-NRUP-3.1_2019-06-11",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1074","03-NRUP-3.1",2018-08-13,"TOTAL DISSOLVED SOLIDS",271,"DISSOLVED","mg/L",4,"A","03-NRUP-3.1_2018-08-13",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1075","03-NRUP-3.1",2020-10-20,"TOTAL DISSOLVED SOLIDS",304,"DISSOLVED","mg/L",9,"A","03-NRUP-3.1_2020-10-20",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1076","03-NRUP-3.1",2019-04-16,"TOTAL DISSOLVED SOLIDS",534,"DISSOLVED","mg/L",9,"A","03-NRUP-3.1_2019-04-16",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1077","03-NRUP-3.1",2017-10-16,"TOTAL DISSOLVED SOLIDS",369,"DISSOLVED","mg/L",4,"0","03-NRUP-3.1_2017-10-16",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1078","03-NRUP-3.1",2017-06-13,"TOTAL DISSOLVED SOLIDS",407,"DISSOLVED","mg/L",4,"0","03-NRUP-3.1_2017-06-13",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1079","03-NRUP-3.1",2020-08-03,"TOTAL DISSOLVED SOLIDS",286,"DISSOLVED","mg/L",9,"A","03-NRUP-3.1_2020-08-03",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1080","03-NRUP-3.1",2018-04-18,"TOTAL DISSOLVED SOLIDS",390,"DISSOLVED","mg/L",4,"A","03-NRUP-3.1_2018-04-18",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1081","03-NRUP-3.1",2018-10-16,"TOTAL DISSOLVED SOLIDS",392,"DISSOLVED","mg/L",4,"A","03-NRUP-3.1_2018-10-16",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1082","03-NRUP-3.1",2019-08-14,"TOTAL DISSOLVED SOLIDS",321,"DISSOLVED","mg/L",9,"A","03-NRUP-3.1_2019-08-14",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1083","03-NRUP-3.1",2019-10-21,"TOTAL DISSOLVED SOLIDS",385,"DISSOLVED","mg/L",9,"A","03-NRUP-3.1_2019-10-21",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1084","03-NRUP-3.1",2017-08-14,"TOTAL DISSOLVED SOLIDS",396,"DISSOLVED","mg/L",4,"0","03-NRUP-3.1_2017-08-14",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1085","03-NRUP-3.1",2020-06-16,"TOTAL DISSOLVED SOLIDS",434,"DISSOLVED","mg/L",9,"A","03-NRUP-3.1_2020-06-16",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1086","03-NRUP-3.1",2018-06-11,"TOTAL DISSOLVED SOLIDS",383,"DISSOLVED","mg/L",4,"A","03-NRUP-3.1_2018-06-11",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1087","03-NRUP-3.1",2020-04-28,"TOTAL DISSOLVED SOLIDS",495,"DISSOLVED","mg/L",9,"A","03-NRUP-3.1_2020-04-28",NA,"Northrup Creek",NA,3,"NRUP",3.1,4130001,NA,NA,"at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.","Greece","Monroe",55,8,4.13e+12,NA,"0301-0019","Ont 123-P154- 1","C",7,NA,NA,NA,94.29078,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1088","03-ORCH-21.6",2010-06-30,"TOTAL DISSOLVED SOLIDS",1190,"DISSOLVED","mg/L",NA,"0","03-ORCH-21.6_2010-06-30","1301","Oak Orchard Creek","ORCH-00(pre2015)",3,"ORCH",21.6,4130001,"3011424","0","martin rd. bridge; 100 m upstream.","Shelby","Orleans",73,8,NA,NA,"0301-0014","ONT-138","C",7,NA,NA,386.14,176.7068,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1089","03-ORCH-21.6",2010-05-17,"TOTAL DISSOLVED SOLIDS",695,"DISSOLVED","mg/L",NA,"0","03-ORCH-21.6_2010-05-17","1301","Oak Orchard Creek","ORCH-00(pre2015)",3,"ORCH",21.6,4130001,"3011424","0","martin rd. bridge; 100 m upstream.","Shelby","Orleans",73,8,NA,NA,"0301-0014","ONT-138","C",7,NA,NA,386.14,176.7068,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1090","03-ORCH-21.6",2010-08-17,"TOTAL DISSOLVED SOLIDS",1210,"DISSOLVED","mg/L",NA,"0","03-ORCH-21.6_2010-08-17","1301","Oak Orchard Creek","ORCH-00(pre2015)",3,"ORCH",21.6,4130001,"3011424","0","martin rd. bridge; 100 m upstream.","Shelby","Orleans",73,8,NA,NA,"0301-0014","ONT-138","C",7,NA,NA,386.14,176.7068,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1091","03-ORCH-21.6",2010-07-28,"TOTAL DISSOLVED SOLIDS",549,"DISSOLVED","mg/L",NA,"0","03-ORCH-21.6_2010-07-28","1301","Oak Orchard Creek","ORCH-00(pre2015)",3,"ORCH",21.6,4130001,"3011424","0","martin rd. bridge; 100 m upstream.","Shelby","Orleans",73,8,NA,NA,"0301-0014","ONT-138","C",7,NA,NA,386.14,176.7068,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1092","03-ORCH-21.6",2010-06-16,"TOTAL DISSOLVED SOLIDS",732,"DISSOLVED","mg/L",NA,"0","03-ORCH-21.6_2010-06-16","1301","Oak Orchard Creek","ORCH-00(pre2015)",3,"ORCH",21.6,4130001,"3011424","0","martin rd. bridge; 100 m upstream.","Shelby","Orleans",73,8,NA,NA,"0301-0014","ONT-138","C",7,NA,NA,386.14,176.7068,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1093","03-ORCH-21.6",2010-10-26,"TOTAL DISSOLVED SOLIDS",1060,"DISSOLVED","mg/L",NA,"0","03-ORCH-21.6_2010-10-26","1301","Oak Orchard Creek","ORCH-00(pre2015)",3,"ORCH",21.6,4130001,"3011424","0","martin rd. bridge; 100 m upstream.","Shelby","Orleans",73,8,NA,NA,"0301-0014","ONT-138","C",7,NA,NA,386.14,176.7068,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1094","03-ORCH-21.6",2010-09-15,"TOTAL DISSOLVED SOLIDS",1650,"DISSOLVED","mg/L",NA,"0","03-ORCH-21.6_2010-09-15","1301","Oak Orchard Creek","ORCH-00(pre2015)",3,"ORCH",21.6,4130001,"3011424","0","martin rd. bridge; 100 m upstream.","Shelby","Orleans",73,8,NA,NA,"0301-0014","ONT-138","C",7,NA,NA,386.14,176.7068,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1095","03-ORCH-21.6",2010-10-06,"TOTAL DISSOLVED SOLIDS",1410,"DISSOLVED","mg/L",NA,"0","03-ORCH-21.6_2010-10-06","1301","Oak Orchard Creek","ORCH-00(pre2015)",3,"ORCH",21.6,4130001,"3011424","0","martin rd. bridge; 100 m upstream.","Shelby","Orleans",73,8,NA,NA,"0301-0014","ONT-138","C",7,NA,NA,386.14,176.7068,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1096","03-ORCH-21.6",2010-04-28,"TOTAL DISSOLVED SOLIDS",1000,"DISSOLVED","mg/L",NA,"0","03-ORCH-21.6_2010-04-28","1301","Oak Orchard Creek","ORCH-00(pre2015)",3,"ORCH",21.6,4130001,"3011424","0","martin rd. bridge; 100 m upstream.","Shelby","Orleans",73,8,NA,NA,"0301-0014","ONT-138","C",7,NA,NA,386.14,176.7068,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1097","03-ORWL-3.1",2016-10-25,"TOTAL DISSOLVED SOLIDS",43,"DISSOLVED","mg/L",4,"0","03-ORWL-3.1_2016-10-25","42674813","Orwell Brook",NA,3,"ORWL",3.1,4140102,"3032203","3.1","375 ft above cr 52.","Orwell","Oswego",75,7,NA,NA,"0303-0072","Ont  53- 6","C(T)",8,NA,NA,25.81,180.4836,"58","Northeastern Highlands","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","New York",2,"58  Northeastern Highlands","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS"
"1098","03-ORWL-3.1",2016-04-20,"TOTAL DISSOLVED SOLIDS",36,"DISSOLVED","mg/L",4,"0","03-ORWL-3.1_2016-04-20","42674813","Orwell Brook",NA,3,"ORWL",3.1,4140102,"3032203","3.1","375 ft above cr 52.","Orwell","Oswego",75,7,NA,NA,"0303-0072","Ont  53- 6","C(T)",8,NA,NA,25.81,180.4836,"58","Northeastern Highlands","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","New York",2,"58  Northeastern Highlands","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS"
"1099","03-ORWL-3.1",2016-06-14,"TOTAL DISSOLVED SOLIDS",46,"DISSOLVED","mg/L",4,"0","03-ORWL-3.1_2016-06-14","42674813","Orwell Brook",NA,3,"ORWL",3.1,4140102,"3032203","3.1","375 ft above cr 52.","Orwell","Oswego",75,7,NA,NA,"0303-0072","Ont  53- 6","C(T)",8,NA,NA,25.81,180.4836,"58","Northeastern Highlands","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","New York",2,"58  Northeastern Highlands","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS"
"1100","03-ORWL-3.1",2016-05-09,"TOTAL DISSOLVED SOLIDS",41,"DISSOLVED","mg/L",4,"0","03-ORWL-3.1_2016-05-09","42674813","Orwell Brook",NA,3,"ORWL",3.1,4140102,"3032203","3.1","375 ft above cr 52.","Orwell","Oswego",75,7,NA,NA,"0303-0072","Ont  53- 6","C(T)",8,NA,NA,25.81,180.4836,"58","Northeastern Highlands","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","New York",2,"58  Northeastern Highlands","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS"
"1101","03-ORWL-3.1",2016-09-22,"TOTAL DISSOLVED SOLIDS",60,"DISSOLVED","mg/L",4,"0","03-ORWL-3.1_2016-09-22","42674813","Orwell Brook",NA,3,"ORWL",3.1,4140102,"3032203","3.1","375 ft above cr 52.","Orwell","Oswego",75,7,NA,NA,"0303-0072","Ont  53- 6","C(T)",8,NA,NA,25.81,180.4836,"58","Northeastern Highlands","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","New York",2,"58  Northeastern Highlands","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS"
"1102","03-ORWL-3.1",2016-08-03,"TOTAL DISSOLVED SOLIDS",49,"DISSOLVED","mg/L",4,"0","03-ORWL-3.1_2016-08-03","42674813","Orwell Brook",NA,3,"ORWL",3.1,4140102,"3032203","3.1","375 ft above cr 52.","Orwell","Oswego",75,7,NA,NA,"0303-0072","Ont  53- 6","C(T)",8,NA,NA,25.81,180.4836,"58","Northeastern Highlands","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","New York",2,"58  Northeastern Highlands","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS"
"1103","03-RICE-0.9",2012-08-16,"TOTAL DISSOLVED SOLIDS",152,"DISSOLVED","mg/L",5,"0","03-RICE-0.9_2012-08-16","1572","Rice Creek","RICE-01 (pre-2017)",3,"RICE",0.9,4140101,"3021200","1","rte 104 bridge; 75 m upstream.","Oswego","Oswego",75,7,NA,NA,"0302-0047","ONT-67","C(T)",7,NA,NA,47.1,78.80086,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
