"","event_smas_history_id","event_smas_sample_date","parameter_name","result_value","fraction","unit_nosp","match","year","US_L3CODE","US_L3NAME","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","STATE_NAME","EPA_REGION","L3_KEY","L2_KEY","L1_KEY"
"1768","06-GENE-23.0",2013-07-24,"SPECIFIC CONDUCTANCE",56,NA,"uS/cm","06-GENE-23.0_2013-07-24",2013,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1769","06-GREA-0.7",2008-08-06,"SPECIFIC CONDUCTANCE",180,NA,"uS/cm","06-GREA-0.7_2008-08-06",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1770","06-GREA_T1-0.3",2019-07-11,"SPECIFIC CONDUCTANCE",168,NA,"uS/cm","06-GREA_T1-0.3_2019-07-11",2019,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1771","06-GREA_W-1.1",2018-08-09,"SPECIFIC CONDUCTANCE",194,NA,"uS/cm","06-GREA_W-1.1_2018-08-09",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1772","06-GRID-0.1",2003-07-21,"SPECIFIC CONDUCTANCE",282,NA,"uS/cm","06-GRID-0.1_2003-07-21",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1773","06-GRID-4.4",2013-07-25,"SPECIFIC CONDUCTANCE",294,NA,"uS/cm","06-GRID-4.4_2013-07-25",2013,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1774","06-GUIL-0.6",2003-07-21,"SPECIFIC CONDUCTANCE",99,NA,"uS/cm","06-GUIL-0.6_2003-07-21",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1775","06-HAFW-1.1",2003-07-23,"SPECIFIC CONDUCTANCE",113,NA,"uS/cm","06-HAFW-1.1_2003-07-23",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1776","06-HAIT-0.1",2018-08-07,"SPECIFIC CONDUCTANCE",125,NA,"uS/cm","06-HAIT-0.1_2018-08-07",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1777","06-HAND-0.7",2003-07-21,"SPECIFIC CONDUCTANCE",57,NA,"uS/cm","06-HAND-0.7_2003-07-21",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1778","06-HANS-6.7",2013-07-25,"SPECIFIC CONDUCTANCE",91,NA,"uS/cm","06-HANS-6.7_2013-07-25",2013,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1779","06-HAWL-1.9",2018-08-07,"SPECIFIC CONDUCTANCE",128.5,NA,"uS/cm","06-HAWL-1.9_2018-08-07",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1780","06-HAYD-2.8",2008-08-06,"SPECIFIC CONDUCTANCE",450,NA,"uS/cm","06-HAYD-2.8_2008-08-06",2008,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1781","06-HAYD-2.8",2003-07-22,"SPECIFIC CONDUCTANCE",324,NA,"uS/cm","06-HAYD-2.8_2003-07-22",2003,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1782","06-HUNC-1.5",2018-08-07,"SPECIFIC CONDUCTANCE",173,NA,"uS/cm","06-HUNC-1.5_2018-08-07",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1783","06-HUNC-1.5",2009-07-15,"SPECIFIC CONDUCTANCE",139,NA,"uS/cm","06-HUNC-1.5_2009-07-15",2009,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1784","06-HUNC-1.5",2008-08-05,"SPECIFIC CONDUCTANCE",80,NA,"uS/cm","06-HUNC-1.5_2008-08-05",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1785","06-HUNC-1.5",2003-07-22,"SPECIFIC CONDUCTANCE",61,NA,"uS/cm","06-HUNC-1.5_2003-07-22",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1786","06-HUNC-1.5",2013-07-24,"SPECIFIC CONDUCTANCE",136,NA,"uS/cm","06-HUNC-1.5_2013-07-24",2013,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1787","06-HUNC-1.5",2014-07-29,"SPECIFIC CONDUCTANCE",155,NA,"uS/cm","06-HUNC-1.5_2014-07-29",2014,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1788","06-HUNS-2.0",2003-07-21,"SPECIFIC CONDUCTANCE",184,NA,"uS/cm","06-HUNS-2.0_2003-07-21",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1789","06-HYDE-0.9",2008-08-06,"SPECIFIC CONDUCTANCE",490,NA,"uS/cm","06-HYDE-0.9_2008-08-06",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1790","06-JAKC-0.4",2013-07-24,"SPECIFIC CONDUCTANCE",124,NA,"uS/cm","06-JAKC-0.4_2013-07-24",2013,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1791","06-JAKC-0.4",2008-08-07,"SPECIFIC CONDUCTANCE",119,NA,"uS/cm","06-JAKC-0.4_2008-08-07",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1792","06-JAKC-0.4",2018-08-08,"SPECIFIC CONDUCTANCE",119,NA,"uS/cm","06-JAKC-0.4_2018-08-08",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1793","06-KETC-2.2",2003-07-22,"SPECIFIC CONDUCTANCE",88,NA,"uS/cm","06-KETC-2.2_2003-07-22",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1794","06-KORT-2.7",2003-07-21,"SPECIFIC CONDUCTANCE",71,NA,"uS/cm","06-KORT-2.7_2003-07-21",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1795","06-LABS-1.2",2003-07-21,"SPECIFIC CONDUCTANCE",204,NA,"uS/cm","06-LABS-1.2_2003-07-21",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1796","06-LCHO-2.0",2014-07-29,"SPECIFIC CONDUCTANCE",523,NA,"uS/cm","06-LCHO-2.0_2014-07-29",2014,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1797","06-LCHO-2.0",2013-07-23,"SPECIFIC CONDUCTANCE",247,NA,"uS/cm","06-LCHO-2.0_2013-07-23",2013,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1798","06-LCHO-2.0",2008-08-06,"SPECIFIC CONDUCTANCE",371,NA,"uS/cm","06-LCHO-2.0_2008-08-06",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1799","06-LEATO-1.0",2018-06-20,"SPECIFIC CONDUCTANCE",170,NA,"uS/cm","06-LEATO-1.0_2018-06-20",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1800","06-LEATO-2.0",2018-06-20,"SPECIFIC CONDUCTANCE",167,NA,"uS/cm","06-LEATO-2.0_2018-06-20",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1801","06-LEATO-3.0",2018-06-20,"SPECIFIC CONDUCTANCE",172,NA,"uS/cm","06-LEATO-3.0_2018-06-20",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1802","06-LEATO-4.0",2018-06-20,"SPECIFIC CONDUCTANCE",175,NA,"uS/cm","06-LEATO-4.0_2018-06-20",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1803","06-LEATO-5.0",2018-06-20,"SPECIFIC CONDUCTANCE",169.8,NA,"uS/cm","06-LEATO-5.0_2018-06-20",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1804","06-LEATO-6.0",2018-06-20,"SPECIFIC CONDUCTANCE",172,NA,"uS/cm","06-LEATO-6.0_2018-06-20",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1805","06-LEATO-7.0",2018-06-20,"SPECIFIC CONDUCTANCE",171,NA,"uS/cm","06-LEATO-7.0_2018-06-20",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1806","06-LEATO-8.0",2018-06-20,"SPECIFIC CONDUCTANCE",167.6,NA,"uS/cm","06-LEATO-8.0_2018-06-20",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1807","06-LNAN-1.1",2003-09-11,"SPECIFIC CONDUCTANCE",171,NA,"uS/cm","06-LNAN-1.1_2003-09-11",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1808","06-LYON-0.3",2018-08-09,"SPECIFIC CONDUCTANCE",134,NA,"uS/cm","06-LYON-0.3_2018-08-09",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1809","06-MANN-0.2",2008-08-05,"SPECIFIC CONDUCTANCE",89,NA,"uS/cm","06-MANN-0.2_2008-08-05",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1810","06-MASV-3.3",2003-07-21,"SPECIFIC CONDUCTANCE",82,NA,"uS/cm","06-MASV-3.3_2003-07-21",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1811","06-MASV_E-1.4",2008-08-07,"SPECIFIC CONDUCTANCE",146,NA,"uS/cm","06-MASV_E-1.4_2008-08-07",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1812","06-MDUF-2.7",2018-08-08,"SPECIFIC CONDUCTANCE",126,NA,"uS/cm","06-MDUF-2.7_2018-08-08",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1813","06-MEAB-0.3",2003-07-22,"SPECIFIC CONDUCTANCE",136,NA,"uS/cm","06-MEAB-0.3_2003-07-22",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1814","06-MERR-2.9",2008-08-05,"SPECIFIC CONDUCTANCE",178,NA,"uS/cm","06-MERR-2.9_2008-08-05",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1815","06-MERR-2.9",2003-07-22,"SPECIFIC CONDUCTANCE",112,NA,"uS/cm","06-MERR-2.9_2003-07-22",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1816","06-MERR-6.6",2008-08-05,"SPECIFIC CONDUCTANCE",198,NA,"uS/cm","06-MERR-6.6_2008-08-05",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1817","06-MICI-3.7",2003-07-22,"SPECIFIC CONDUCTANCE",128,NA,"uS/cm","06-MICI-3.7_2003-07-22",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1818","06-MICI-3.7",2008-08-07,"SPECIFIC CONDUCTANCE",225,NA,"uS/cm","06-MICI-3.7_2008-08-07",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1819","06-MICI-3.7",2018-08-08,"SPECIFIC CONDUCTANCE",192,NA,"uS/cm","06-MICI-3.7_2018-08-08",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1820","06-MLBO-0.3",2008-08-06,"SPECIFIC CONDUCTANCE",155,NA,"uS/cm","06-MLBO-0.3_2008-08-06",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1821","06-MUDO-1.3",2003-10-02,"SPECIFIC CONDUCTANCE",169,NA,"uS/cm","06-MUDO-1.3_2003-10-02",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1822","06-MUDO-1.3",2018-08-08,"SPECIFIC CONDUCTANCE",192,NA,"uS/cm","06-MUDO-1.3_2018-08-08",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1823","06-NANG-0.7",2009-07-15,"SPECIFIC CONDUCTANCE",313,NA,"uS/cm","06-NANG-0.7_2009-07-15",2009,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1824","06-NANG-0.7",2003-09-11,"SPECIFIC CONDUCTANCE",289,NA,"uS/cm","06-NANG-0.7_2003-09-11",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1825","06-NANG-0.7",2008-08-06,"SPECIFIC CONDUCTANCE",312,NA,"uS/cm","06-NANG-0.7_2008-08-06",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1826","06-NANG-42.4",2003-10-02,"SPECIFIC CONDUCTANCE",294,NA,"uS/cm","06-NANG-42.4_2003-10-02",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1827","06-NANG-49.3",2003-10-02,"SPECIFIC CONDUCTANCE",340,NA,"uS/cm","06-NANG-49.3_2003-10-02",2003,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1828","06-NANG-49.3",2008-08-05,"SPECIFIC CONDUCTANCE",320,NA,"uS/cm","06-NANG-49.3_2008-08-05",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1829","06-NANG-49.3",2013-07-23,"SPECIFIC CONDUCTANCE",386,NA,"uS/cm","06-NANG-49.3_2013-07-23",2013,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1830","06-NANG-66.3",2008-08-05,"SPECIFIC CONDUCTANCE",340,NA,"uS/cm","06-NANG-66.3_2008-08-05",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1831","06-NANG_T15-0.1",2013-07-23,"SPECIFIC CONDUCTANCE",61,NA,"uS/cm","06-NANG_T15-0.1_2013-07-23",2013,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1832","06-NANG_T26-1.3",2018-08-08,"SPECIFIC CONDUCTANCE",147.19,NA,"uS/cm","06-NANG_T26-1.3_2018-08-08",2018,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1833","06-NANG_T65_2-0.1",2019-07-11,"SPECIFIC CONDUCTANCE",69,NA,"uS/cm","06-NANG_T65_2-0.1_2019-07-11",2019,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"1834","06-NANG_T73-0.4",2008-08-05,"SPECIFIC CONDUCTANCE",302,NA,"uS/cm","06-NANG_T73-0.4_2008-08-05",2008,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
